,Financial Year,Quarter Ending,Quarter,County,City,County_City,key,GDP
39,2021,06/30/2021,4,91,768,91_768,6302021768,306567.0
40,2022,09/30/2021,1,91,768,91_768,9302021768,308012.0
41,2022,12/31/2021,2,91,768,91_768,12312021768,423437.0
42,2022,03/31/2022,3,91,768,91_768,3312022768,335642.0
43,2022,06/30/2022,4,91,768,91_768,6302022768,286397.0
0,2012,09/30/2011,1,91,769,91_769,9302011769,72610556.85
1,2012,12/31/2011,2,91,769,91_769,12312011769,73098313.0
2,2012,03/31/2012,3,91,769,91_769,3312012769,75386563.0
3,2012,06/30/2012,4,91,769,91_769,6302012769,55449299.0
4,2013,09/30/2012,1,91,769,91_769,9302012769,66798168.0
5,2013,12/31/2012,2,91,769,91_769,12312012769,67646872.0
6,2013,03/31/2013,3,91,769,91_769,3312013769,66905162.0
7,2013,06/30/2013,4,91,769,91_769,6302013769,52182721.0
8,2014,09/30/2013,1,91,769,91_769,9302013769,62583179.0
9,2014,12/31/2013,2,91,769,91_769,12312013769,61751884.0
10,2014,03/31/2014,3,91,769,91_769,3312014769,68426308.0
11,2014,06/30/2014,4,91,769,91_769,6302014769,53951515.0
12,2015,09/30/2014,1,91,769,91_769,9302014769,61611465.0
13,2015,12/31/2014,2,91,769,91_769,12312014769,61738775.0
14,2015,03/31/2015,3,91,769,91_769,3312015769,61340404.0
15,2015,06/30/2015,4,91,769,91_769,6302015769,46918717.0
16,2016,09/30/2015,1,91,769,91_769,9302015769,56451273.0
17,2016,12/31/2015,2,91,769,91_769,12312015769,57522449.0
18,2016,03/31/2016,3,91,769,91_769,3312016769,57567668.0
19,2016,06/30/2016,4,91,769,91_769,6302016769,45125082.0
20,2016,09/30/2016,1,91,769,91_769,9302016769,56877194.0
21,2016,12/31/2016,2,91,769,91_769,12312016769,55065912.0
22,2017,03/31/2017,3,91,769,91_769,3312017769,58222431.0
23,2017,06/30/2017,4,91,769,91_769,6302017769,47196693.0
24,2018,09/30/2017,1,91,769,91_769,9302017769,52528392.0
25,2018,12/31/2017,2,91,769,91_769,12312017769,55105808.0
26,2018,03/31/2018,3,91,769,91_769,3312018769,56321757.0
27,2018,06/30/2018,4,91,769,91_769,6302018769,43732355.0
28,2019,09/30/2018,1,91,769,91_769,9302018769,52694200.0
29,2019,12/31/2018,2,91,769,91_769,12312018769,52959971.0
30,2019,03/31/2019,3,91,769,91_769,3312019769,55364530.0
31,2019,06/30/2019,4,91,769,91_769,6302019769,42784193.0
32,2020,09/30/2019,1,91,769,91_769,9302019769,49337776.0
33,2020,12/31/2019,2,91,769,91_769,12312019769,51258540.0
34,2020,03/31/2020,3,91,769,91_769,3312020769,51574926.0
35,2020,06/30/2020,4,91,769,91_769,6302020769,40903566.0
36,2021,09/30/2020,1,91,769,91_769,9302020769,47764487.0
37,2021,12/31/2020,2,91,769,91_769,12312020769,48871346.0
38,2021,03/31/2021,3,91,769,91_769,3312021769,48382397.0
39,2021,06/30/2021,4,91,769,91_769,6302021769,38235995.0
40,2022,09/30/2021,1,91,769,91_769,9302021769,44300564.0
41,2022,12/31/2021,2,91,769,91_769,12312021769,45276632.0
42,2022,03/31/2022,3,91,769,91_769,3312022769,46063745.0
43,2022,06/30/2022,4,91,769,91_769,6302022769,35334908.0
0,2012,09/30/2011,1,91,770,91_770,9302011770,476471.64
1,2012,12/31/2011,2,91,770,91_770,12312011770,479953.0
2,2012,03/31/2012,3,91,770,91_770,3312012770,625158.0
3,2012,06/30/2012,4,91,770,91_770,6302012770,494943.0
4,2013,09/30/2012,1,91,770,91_770,9302012770,762529.0
5,2013,12/31/2012,2,91,770,91_770,12312012770,563836.0
6,2013,03/31/2013,3,91,770,91_770,3312013770,769068.0
7,2013,06/30/2013,4,91,770,91_770,6302013770,667984.0
8,2014,09/30/2013,1,91,770,91_770,9302013770,939441.0
9,2014,12/31/2013,2,91,770,91_770,12312013770,937870.0
10,2014,03/31/2014,3,91,770,91_770,3312014770,660034.0
11,2014,06/30/2014,4,91,770,91_770,6302014770,863452.0
12,2015,09/30/2014,1,91,770,91_770,9302014770,754167.0
13,2015,12/31/2014,2,91,770,91_770,12312014770,748285.0
14,2015,03/31/2015,3,91,770,91_770,3312015770,870233.0
15,2015,06/30/2015,4,91,770,91_770,6302015770,603971.0
16,2016,09/30/2015,1,91,770,91_770,9302015770,716075.0
17,2016,12/31/2015,2,91,770,91_770,12312015770,862936.0
18,2016,03/31/2016,3,91,770,91_770,3312016770,552106.0
19,2016,06/30/2016,4,91,770,91_770,6302016770,630084.0
20,2016,09/30/2016,1,91,770,91_770,9302016770,540717.0
21,2016,12/31/2016,2,91,770,91_770,12312016770,541081.0
22,2017,03/31/2017,3,91,770,91_770,3312017770,501560.0
23,2017,06/30/2017,4,91,770,91_770,6302017770,445548.0
24,2018,09/30/2017,1,91,770,91_770,9302017770,445656.0
25,2018,12/31/2017,2,91,770,91_770,12312017770,382011.0
26,2018,03/31/2018,3,91,770,91_770,3312018770,385590.0
27,2018,06/30/2018,4,91,770,91_770,6302018770,346956.0
28,2019,09/30/2018,1,91,770,91_770,9302018770,352654.0
29,2019,12/31/2018,2,91,770,91_770,12312018770,367229.0
30,2019,03/31/2019,3,91,770,91_770,3312019770,369510.0
31,2019,06/30/2019,4,91,770,91_770,6302019770,330374.0
32,2020,09/30/2019,1,91,770,91_770,9302019770,451640.0
33,2020,12/31/2019,2,91,770,91_770,12312019770,452383.0
34,2020,03/31/2020,3,91,770,91_770,3312020770,404017.0
35,2020,06/30/2020,4,91,770,91_770,6302020770,459675.0
36,2021,09/30/2020,1,91,770,91_770,9302020770,420186.0
37,2021,12/31/2020,2,91,770,91_770,12312020770,410837.0
38,2021,03/31/2021,3,91,770,91_770,3312021770,385388.0
39,2021,06/30/2021,4,91,770,91_770,6302021770,369961.0
40,2022,09/30/2021,1,91,770,91_770,9302021770,389601.0
41,2022,12/31/2021,2,91,770,91_770,12312021770,393859.0
42,2022,03/31/2022,3,91,770,91_770,3312022770,374839.0
43,2022,06/30/2022,4,91,770,91_770,6302022770,363909.0
0,2012,09/30/2011,1,91,771,91_771,9302011771,573618.72
1,2012,12/31/2011,2,91,771,91_771,12312011771,604957.0
2,2012,03/31/2012,3,91,771,91_771,3312012771,607502.0
3,2012,06/30/2012,4,91,771,91_771,6302012771,530892.0
4,2013,09/30/2012,1,91,771,91_771,9302012771,572216.0
5,2013,12/31/2012,2,91,771,91_771,12312012771,558447.0
6,2013,03/31/2013,3,91,771,91_771,3312013771,572725.0
7,2013,06/30/2013,4,91,771,91_771,6302013771,550518.0
8,2014,09/30/2013,1,91,771,91_771,9302013771,362517.0
9,2014,12/31/2013,2,91,771,91_771,12312013771,315541.0
10,2014,03/31/2014,3,91,771,91_771,3312014771,310145.0
11,2014,06/30/2014,4,91,771,91_771,6302014771,399958.0
12,2015,09/30/2014,1,91,771,91_771,9302014771,290036.0
13,2015,12/31/2014,2,91,771,91_771,12312014771,323785.0
14,2015,03/31/2015,3,91,771,91_771,3312015771,323723.0
15,2015,06/30/2015,4,91,771,91_771,6302015771,389625.0
16,2016,09/30/2015,1,91,771,91_771,9302015771,327530.0
17,2016,12/31/2015,2,91,771,91_771,12312015771,345192.0
18,2016,03/31/2016,3,91,771,91_771,3312016771,336718.0
19,2016,12/31/2016,2,91,771,91_771,12312016771,338334.0
20,2018,09/30/2017,1,91,771,91_771,9302017771,297540.0
21,2018,12/31/2017,2,91,771,91_771,12312017771,312680.0
22,2018,03/31/2018,3,91,771,91_771,3312018771,363874.0
23,2018,06/30/2018,4,91,771,91_771,6302018771,586630.0
24,2019,09/30/2018,1,91,771,91_771,9302018771,275906.0
25,2019,12/31/2018,2,91,771,91_771,12312018771,296708.0
26,2019,03/31/2019,3,91,771,91_771,3312019771,291099.0
27,2019,06/30/2019,4,91,771,91_771,6302019771,351378.0
28,2020,09/30/2019,1,91,771,91_771,9302019771,352593.0
29,2020,12/31/2019,2,91,771,91_771,12312019771,440991.0
30,2020,03/31/2020,3,91,771,91_771,3312020771,471738.0
31,2021,09/30/2020,1,91,771,91_771,9302020771,547426.0
32,2021,12/31/2020,2,91,771,91_771,12312020771,492014.0
33,2021,03/31/2021,3,91,771,91_771,3312021771,524698.0
34,2021,06/30/2021,4,91,771,91_771,6302021771,608678.0
35,2022,09/30/2021,1,91,771,91_771,9302021771,502210.0
36,2022,12/31/2021,2,91,771,91_771,12312021771,374323.0
0,2012,09/30/2011,1,91,772,91_772,9302011772,1533580.77
1,2012,12/31/2011,2,91,772,91_772,12312011772,1409410.0
2,2012,03/31/2012,3,91,772,91_772,3312012772,1536319.0
3,2012,06/30/2012,4,91,772,91_772,6302012772,1304611.0
4,2013,09/30/2012,1,91,772,91_772,9302012772,1737743.0
5,2013,12/31/2012,2,91,772,91_772,12312012772,1495571.0
6,2013,03/31/2013,3,91,772,91_772,3312013772,1316064.0
7,2013,06/30/2013,4,91,772,91_772,6302013772,1043203.0
8,2014,09/30/2013,1,91,772,91_772,9302013772,1319375.0
9,2014,12/31/2013,2,91,772,91_772,12312013772,1342247.0
10,2014,03/31/2014,3,91,772,91_772,3312014772,1483979.0
11,2014,06/30/2014,4,91,772,91_772,6302014772,1007990.0
12,2015,09/30/2014,1,91,772,91_772,9302014772,1262017.0
13,2015,12/31/2014,2,91,772,91_772,12312014772,1212832.0
14,2015,03/31/2015,3,91,772,91_772,3312015772,1184468.0
15,2015,06/30/2015,4,91,772,91_772,6302015772,903851.0
16,2016,09/30/2015,1,91,772,91_772,9302015772,1169086.0
17,2016,12/31/2015,2,91,772,91_772,12312015772,1034943.0
18,2016,03/31/2016,3,91,772,91_772,3312016772,1298206.0
19,2016,06/30/2016,4,91,772,91_772,6302016772,1070943.0
20,2016,09/30/2016,1,91,772,91_772,9302016772,1178689.0
21,2016,12/31/2016,2,91,772,91_772,12312016772,970791.0
22,2017,03/31/2017,3,91,772,91_772,3312017772,948533.0
23,2017,06/30/2017,4,91,772,91_772,6302017772,791477.0
24,2018,09/30/2017,1,91,772,91_772,9302017772,975739.0
25,2018,12/31/2017,2,91,772,91_772,12312017772,959160.0
26,2018,03/31/2018,3,91,772,91_772,3312018772,931405.0
27,2018,06/30/2018,4,91,772,91_772,6302018772,850758.0
28,2019,09/30/2018,1,91,772,91_772,9302018772,961165.0
29,2019,12/31/2018,2,91,772,91_772,12312018772,1141971.0
30,2019,03/31/2019,3,91,772,91_772,3312019772,1034018.0
31,2019,06/30/2019,4,91,772,91_772,6302019772,733856.0
32,2020,09/30/2019,1,91,772,91_772,9302019772,1054954.0
33,2020,12/31/2019,2,91,772,91_772,12312019772,1115742.0
34,2020,03/31/2020,3,91,772,91_772,3312020772,1073225.0
35,2020,06/30/2020,4,91,772,91_772,6302020772,692004.0
36,2021,09/30/2020,1,91,772,91_772,9302020772,867910.0
37,2021,12/31/2020,2,91,772,91_772,12312020772,910473.0
38,2021,03/31/2021,3,91,772,91_772,3312021772,952111.0
39,2021,06/30/2021,4,91,772,91_772,6302021772,680138.0
40,2022,09/30/2021,1,91,772,91_772,9302021772,918749.0
41,2022,12/31/2021,2,91,772,91_772,12312021772,866064.0
42,2022,03/31/2022,3,91,772,91_772,3312022772,846861.0
43,2022,06/30/2022,4,91,772,91_772,6302022772,623321.0
0,2012,09/30/2011,1,91,773,91_773,9302011773,1383647.85
1,2012,12/31/2011,2,91,773,91_773,12312011773,1413961.0
2,2012,03/31/2012,3,91,773,91_773,3312012773,1415276.0
3,2012,06/30/2012,4,91,773,91_773,6302012773,1060906.0
4,2013,09/30/2012,1,91,773,91_773,9302012773,1361733.0
5,2013,12/31/2012,2,91,773,91_773,12312012773,1213439.0
6,2013,03/31/2013,3,91,773,91_773,3312013773,1219085.0
7,2013,06/30/2013,4,91,773,91_773,6302013773,1042792.0
8,2014,09/30/2013,1,91,773,91_773,9302013773,1323087.0
9,2014,12/31/2013,2,91,773,91_773,12312013773,1424200.0
10,2014,03/31/2014,3,91,773,91_773,3312014773,1529884.0
11,2014,06/30/2014,4,91,773,91_773,6302014773,1003011.0
12,2015,09/30/2014,1,91,773,91_773,9302014773,1305799.0
13,2015,12/31/2014,2,91,773,91_773,12312014773,1506299.0
14,2015,03/31/2015,3,91,773,91_773,3312015773,1272946.0
15,2015,06/30/2015,4,91,773,91_773,6302015773,1020714.0
16,2016,09/30/2015,1,91,773,91_773,9302015773,1384683.0
17,2016,12/31/2015,2,91,773,91_773,12312015773,1476025.0
18,2016,03/31/2016,3,91,773,91_773,3312016773,1319696.0
19,2016,06/30/2016,4,91,773,91_773,6302016773,1064339.0
20,2016,09/30/2016,1,91,773,91_773,9302016773,1382476.0
21,2016,12/31/2016,2,91,773,91_773,12312016773,1458963.0
22,2017,03/31/2017,3,91,773,91_773,3312017773,1295285.0
23,2017,06/30/2017,4,91,773,91_773,6302017773,1018469.0
24,2018,09/30/2017,1,91,773,91_773,9302017773,1115660.0
25,2018,12/31/2017,2,91,773,91_773,12312017773,1201988.0
26,2018,03/31/2018,3,91,773,91_773,3312018773,1204508.0
27,2018,06/30/2018,4,91,773,91_773,6302018773,919791.0
28,2019,09/30/2018,1,91,773,91_773,9302018773,1219817.0
29,2019,12/31/2018,2,91,773,91_773,12312018773,1196099.0
30,2019,03/31/2019,3,91,773,91_773,3312019773,1143835.0
31,2019,06/30/2019,4,91,773,91_773,6302019773,902105.0
32,2020,09/30/2019,1,91,773,91_773,9302019773,1117697.0
33,2020,12/31/2019,2,91,773,91_773,12312019773,1149614.0
34,2020,03/31/2020,3,91,773,91_773,3312020773,1064022.0
35,2020,06/30/2020,4,91,773,91_773,6302020773,991697.0
36,2021,09/30/2020,1,91,773,91_773,9302020773,1064768.0
37,2021,12/31/2020,2,91,773,91_773,12312020773,1175247.0
38,2021,03/31/2021,3,91,773,91_773,3312021773,1033729.0
39,2021,06/30/2021,4,91,773,91_773,6302021773,841465.0
40,2022,09/30/2021,1,91,773,91_773,9302021773,1011282.0
41,2022,12/31/2021,2,91,773,91_773,12312021773,994522.0
42,2022,03/31/2022,3,91,773,91_773,3312022773,937076.0
43,2022,06/30/2022,4,91,773,91_773,6302022773,740694.0
0,2012,09/30/2011,1,91,639,91_639,9302011639,28771760.02
1,2012,12/31/2011,2,91,639,91_639,12312011639,29450957.0
2,2012,03/31/2012,3,91,639,91_639,3312012639,30009279.0
3,2012,06/30/2012,4,91,639,91_639,6302012639,21057697.0
4,2013,09/30/2012,1,91,639,91_639,9302012639,31226053.0
5,2013,12/31/2012,2,91,639,91_639,12312012639,33838271.0
6,2013,03/31/2013,3,91,639,91_639,3312013639,30874203.0
7,2013,06/30/2013,4,91,639,91_639,6302013639,19725606.0
8,2014,09/30/2013,1,91,639,91_639,9302013639,28672063.0
9,2014,12/31/2013,2,91,639,91_639,12312013639,30073234.0
10,2014,03/31/2014,3,91,639,91_639,3312014639,27160002.0
11,2014,06/30/2014,4,91,639,91_639,6302014639,17128134.0
12,2015,09/30/2014,1,91,639,91_639,9302014639,22671641.0
13,2015,12/31/2014,2,91,639,91_639,12312014639,23765054.0
14,2015,03/31/2015,3,91,639,91_639,3312015639,23820705.0
15,2015,06/30/2015,4,91,639,91_639,6302015639,16267332.0
16,2016,09/30/2015,1,91,639,91_639,9302015639,19659866.0
17,2016,12/31/2015,2,91,639,91_639,12312015639,21541987.0
18,2016,03/31/2016,3,91,639,91_639,3312016639,21127600.0
19,2016,06/30/2016,4,91,639,91_639,6302016639,12673474.0
20,2016,09/30/2016,1,91,639,91_639,9302016639,17397232.0
21,2016,12/31/2016,2,91,639,91_639,12312016639,19232802.0
22,2017,03/31/2017,3,91,639,91_639,3312017639,18164735.0
23,2017,06/30/2017,4,91,639,91_639,6302017639,11942426.0
24,2018,09/30/2017,1,91,639,91_639,9302017639,16763521.0
25,2018,12/31/2017,2,91,639,91_639,12312017639,17946068.0
26,2018,03/31/2018,3,91,639,91_639,3312018639,17587501.0
27,2018,06/30/2018,4,91,639,91_639,6302018639,11888890.0
28,2019,09/30/2018,1,91,639,91_639,9302018639,15485392.0
29,2019,12/31/2018,2,91,639,91_639,12312018639,15919179.0
30,2019,03/31/2019,3,91,639,91_639,3312019639,15285071.0
31,2019,06/30/2019,4,91,639,91_639,6302019639,10426177.0
32,2020,09/30/2019,1,91,639,91_639,9302019639,13234985.0
33,2020,12/31/2019,2,91,639,91_639,12312019639,14834167.0
34,2020,03/31/2020,3,91,639,91_639,3312020639,14425599.0
35,2020,06/30/2020,4,91,639,91_639,6302020639,9704870.0
36,2021,09/30/2020,1,91,639,91_639,9302020639,11665693.0
37,2021,12/31/2020,2,91,639,91_639,12312020639,13587097.0
38,2021,03/31/2021,3,91,639,91_639,3312021639,13363009.0
39,2021,06/30/2021,4,91,639,91_639,6302021639,8785285.0
40,2022,09/30/2021,1,91,639,91_639,9302021639,11604974.0
41,2022,12/31/2021,2,91,639,91_639,12312021639,13579157.0
42,2022,03/31/2022,3,91,639,91_639,3312022639,12605343.0
43,2022,06/30/2022,4,91,639,91_639,6302022639,9349613.0
0,2012,09/30/2011,1,91,7,91_7,93020117,1912511.99
1,2012,12/31/2011,2,91,7,91_7,123120117,2139074.0
2,2012,03/31/2012,3,91,7,91_7,33120127,2117060.0
3,2012,06/30/2012,4,91,7,91_7,63020127,3051023.0
4,2013,09/30/2012,1,91,7,91_7,93020127,3720172.0
5,2013,12/31/2012,2,91,7,91_7,123120127,3899929.0
6,2013,03/31/2013,3,91,7,91_7,33120137,4007929.0
7,2013,06/30/2013,4,91,7,91_7,63020137,2127525.0
8,2014,09/30/2013,1,91,7,91_7,93020137,1895202.0
9,2014,12/31/2013,2,91,7,91_7,123120137,2545373.0
10,2014,03/31/2014,3,91,7,91_7,33120147,5397195.0
11,2014,06/30/2014,4,91,7,91_7,63020147,3083784.0
12,2015,09/30/2014,1,91,7,91_7,93020147,3233994.0
13,2015,12/31/2014,2,91,7,91_7,123120147,4301342.0
14,2015,03/31/2015,3,91,7,91_7,33120157,4452826.0
15,2015,06/30/2015,4,91,7,91_7,63020157,3461021.0
16,2016,09/30/2015,1,91,7,91_7,93020157,2942308.0
17,2016,12/31/2015,2,91,7,91_7,123120157,3594094.0
18,2016,03/31/2016,3,91,7,91_7,33120167,4031071.0
19,2016,06/30/2016,4,91,7,91_7,63020167,2394800.0
20,2016,09/30/2016,1,91,7,91_7,93020167,2624591.0
21,2016,12/31/2016,2,91,7,91_7,123120167,3162160.0
22,2017,03/31/2017,3,91,7,91_7,33120177,2997703.0
23,2017,06/30/2017,4,91,7,91_7,63020177,2094795.0
24,2018,09/30/2017,1,91,7,91_7,93020177,1963573.0
25,2018,12/31/2017,2,91,7,91_7,123120177,3040316.0
26,2018,03/31/2018,3,91,7,91_7,33120187,3124144.0
27,2018,06/30/2018,4,91,7,91_7,63020187,2162799.0
28,2019,09/30/2018,1,91,7,91_7,93020187,1385563.0
29,2019,12/31/2018,2,91,7,91_7,123120187,2230631.0
30,2019,03/31/2019,3,91,7,91_7,33120197,2832682.0
31,2019,06/30/2019,4,91,7,91_7,63020197,1670133.0
32,2020,09/30/2019,1,91,7,91_7,93020197,1784075.0
33,2020,12/31/2019,2,91,7,91_7,123120197,1939142.0
34,2020,03/31/2020,3,91,7,91_7,33120207,2083706.0
35,2020,06/30/2020,4,91,7,91_7,63020207,1370498.0
36,2021,09/30/2020,1,91,7,91_7,93020207,1657621.0
37,2021,12/31/2020,2,91,7,91_7,123120207,2177489.0
38,2021,03/31/2021,3,91,7,91_7,33120217,2120885.0
39,2021,06/30/2021,4,91,7,91_7,63020217,1127278.0
40,2022,09/30/2021,1,91,7,91_7,93020217,1395075.0
41,2022,12/31/2021,2,91,7,91_7,123120217,1804519.0
42,2022,03/31/2022,3,91,7,91_7,33120227,1651098.0
43,2022,06/30/2022,4,91,7,91_7,63020227,1098096.0
0,2012,09/30/2011,1,92,776,92_776,9302011776,1055338.26
1,2012,12/31/2011,2,92,776,92_776,12312011776,1078271.0
2,2012,03/31/2012,3,92,776,92_776,3312012776,1194486.0
3,2012,06/30/2012,4,92,776,92_776,6302012776,727923.0
4,2013,09/30/2012,1,92,776,92_776,9302012776,967836.0
5,2013,12/31/2012,2,92,776,92_776,12312012776,924943.0
6,2013,03/31/2013,3,92,776,92_776,3312013776,993019.0
7,2013,06/30/2013,4,92,776,92_776,6302013776,726728.0
8,2014,09/30/2013,1,92,776,92_776,9302013776,866990.0
9,2014,12/31/2013,2,92,776,92_776,12312013776,1037829.0
10,2014,03/31/2014,3,92,776,92_776,3312014776,1072396.0
11,2014,06/30/2014,4,92,776,92_776,6302014776,724565.0
12,2015,09/30/2014,1,92,776,92_776,9302014776,6889052.0
13,2015,12/31/2014,2,92,776,92_776,12312014776,922167.0
14,2015,03/31/2015,3,92,776,92_776,3312015776,872494.0
15,2015,06/30/2015,4,92,776,92_776,6302015776,633812.0
16,2016,09/30/2015,1,92,776,92_776,9302015776,774152.0
17,2016,12/31/2015,2,92,776,92_776,12312015776,908968.0
18,2016,03/31/2016,3,92,776,92_776,3312016776,1000496.0
19,2016,06/30/2016,4,92,776,92_776,6302016776,643770.0
20,2016,09/30/2016,1,92,776,92_776,9302016776,793278.0
21,2016,12/31/2016,2,92,776,92_776,12312016776,751540.0
22,2017,03/31/2017,3,92,776,92_776,3312017776,841919.0
23,2017,06/30/2017,4,92,776,92_776,6302017776,548808.0
24,2018,09/30/2017,1,92,776,92_776,9302017776,770900.0
25,2018,12/31/2017,2,92,776,92_776,12312017776,823799.0
26,2018,03/31/2018,3,92,776,92_776,3312018776,1026436.0
27,2018,06/30/2018,4,92,776,92_776,6302018776,698178.0
28,2019,09/30/2018,1,92,776,92_776,9302018776,905402.0
29,2019,12/31/2018,2,92,776,92_776,12312018776,1050826.0
30,2019,03/31/2019,3,92,776,92_776,3312019776,1083511.0
31,2019,06/30/2019,4,92,776,92_776,6302019776,685918.0
32,2020,09/30/2019,1,92,776,92_776,9302019776,837393.0
33,2020,12/31/2019,2,92,776,92_776,12312019776,1047956.0
34,2020,03/31/2020,3,92,776,92_776,3312020776,1181086.0
35,2020,06/30/2020,4,92,776,92_776,6302020776,914729.0
36,2021,09/30/2020,1,92,776,92_776,9302020776,1474439.0
37,2021,12/31/2020,2,92,776,92_776,12312020776,1413507.0
38,2021,03/31/2021,3,92,776,92_776,3312021776,1234526.0
39,2021,06/30/2021,4,92,776,92_776,6302021776,863925.0
40,2022,09/30/2021,1,92,776,92_776,9302021776,1132648.0
41,2022,12/31/2021,2,92,776,92_776,12312021776,1275432.0
42,2022,03/31/2022,3,92,776,92_776,3312022776,1185194.0
43,2022,06/30/2022,4,92,776,92_776,6302022776,855537.0
0,2012,09/30/2011,1,92,777,92_777,9302011777,797347.13
1,2012,12/31/2011,2,92,777,92_777,12312011777,891187.0
2,2012,03/31/2012,3,92,777,92_777,3312012777,910999.0
3,2012,06/30/2012,4,92,777,92_777,6302012777,2507102.0
4,2013,09/30/2012,1,92,777,92_777,9302012777,2957019.0
5,2013,12/31/2012,2,92,777,92_777,12312012777,2910034.0
6,2013,03/31/2013,3,92,777,92_777,3312013777,3070977.0
7,2013,06/30/2013,4,92,777,92_777,6302013777,2447757.0
8,2014,09/30/2013,1,92,777,92_777,9302013777,2844140.0
9,2014,12/31/2013,2,92,777,92_777,12312013777,3074221.0
10,2014,03/31/2014,3,92,777,92_777,3312014777,835751.0
11,2014,06/30/2014,4,92,777,92_777,6302014777,656365.0
12,2015,09/30/2014,1,92,777,92_777,9302014777,802973.0
13,2015,12/31/2014,2,92,777,92_777,12312014777,781526.0
14,2015,03/31/2015,3,92,777,92_777,3312015777,684833.0
15,2015,06/30/2015,4,92,777,92_777,6302015777,500108.0
16,2016,09/30/2015,1,92,777,92_777,9302015777,654231.0
17,2016,12/31/2015,2,92,777,92_777,12312015777,713562.0
18,2016,03/31/2016,3,92,777,92_777,3312016777,678841.0
19,2016,06/30/2016,4,92,777,92_777,6302016777,529652.0
20,2016,09/30/2016,1,92,777,92_777,9302016777,655812.0
21,2016,12/31/2016,2,92,777,92_777,12312016777,650091.0
22,2017,03/31/2017,3,92,777,92_777,3312017777,748689.0
23,2017,06/30/2017,4,92,777,92_777,6302017777,459919.0
24,2018,09/30/2017,1,92,777,92_777,9302017777,400315.0
25,2018,12/31/2017,2,92,777,92_777,12312017777,468054.0
26,2018,03/31/2018,3,92,777,92_777,3312018777,412398.0
27,2018,06/30/2018,4,92,777,92_777,6302018777,468135.0
28,2019,09/30/2018,1,92,777,92_777,9302018777,488519.0
29,2019,12/31/2018,2,92,777,92_777,12312018777,551926.0
30,2019,03/31/2019,3,92,777,92_777,3312019777,502336.0
31,2019,06/30/2019,4,92,777,92_777,6302019777,417484.0
32,2020,09/30/2019,1,92,777,92_777,9302019777,528430.0
33,2020,12/31/2019,2,92,777,92_777,12312019777,507233.0
34,2020,03/31/2020,3,92,777,92_777,3312020777,502455.0
35,2020,06/30/2020,4,92,777,92_777,6302020777,528440.0
36,2021,09/30/2020,1,92,777,92_777,9302020777,612015.0
37,2021,12/31/2020,2,92,777,92_777,12312020777,571649.0
38,2021,03/31/2021,3,92,777,92_777,3312021777,613712.0
39,2021,06/30/2021,4,92,777,92_777,6302021777,471613.0
40,2022,09/30/2021,1,92,777,92_777,9302021777,585010.0
41,2022,12/31/2021,2,92,777,92_777,12312021777,576669.0
42,2022,03/31/2022,3,92,777,92_777,3312022777,532215.0
43,2022,06/30/2022,4,92,777,92_777,6302022777,540970.0
0,2012,09/30/2011,1,92,778,92_778,9302011778,157600.62
1,2012,12/31/2011,2,92,778,92_778,12312011778,128734.0
2,2012,03/31/2012,3,92,778,92_778,3312012778,194242.0
3,2012,06/30/2012,4,92,778,92_778,6302012778,76629.0
4,2013,09/30/2012,1,92,778,92_778,9302012778,76560.0
5,2013,12/31/2012,2,92,778,92_778,12312012778,204729.0
6,2013,03/31/2013,3,92,778,92_778,3312013778,45445.0
7,2013,06/30/2013,4,92,778,92_778,6302013778,75188.0
8,2014,09/30/2013,1,92,778,92_778,9302013778,154048.0
9,2014,12/31/2013,2,92,778,92_778,12312013778,155004.0
10,2014,03/31/2014,3,92,778,92_778,3312014778,119199.0
11,2014,06/30/2014,4,92,778,92_778,6302014778,141560.0
12,2015,09/30/2014,1,92,778,92_778,9302014778,144367.0
13,2015,12/31/2014,2,92,778,92_778,12312014778,182556.0
14,2015,03/31/2015,3,92,778,92_778,3312015778,155829.0
15,2015,06/30/2015,4,92,778,92_778,6302015778,157002.0
16,2016,09/30/2015,1,92,778,92_778,9302015778,136920.0
17,2016,12/31/2015,2,92,778,92_778,12312015778,150421.0
18,2016,03/31/2016,3,92,778,92_778,3312016778,125351.0
19,2016,06/30/2016,4,92,778,92_778,6302016778,166569.0
20,2016,09/30/2016,1,92,778,92_778,9302016778,165002.0
21,2016,12/31/2016,2,92,778,92_778,12312016778,136460.0
22,2017,03/31/2017,3,92,778,92_778,3312017778,131438.0
23,2017,06/30/2017,4,92,778,92_778,6302017778,112334.0
24,2018,09/30/2017,1,92,778,92_778,9302017778,135404.0
25,2018,12/31/2017,2,92,778,92_778,12312017778,178036.0
26,2018,03/31/2018,3,92,778,92_778,3312018778,105419.0
27,2018,06/30/2018,4,92,778,92_778,6302018778,91774.0
28,2019,09/30/2018,1,92,778,92_778,9302018778,132816.0
29,2019,12/31/2018,2,92,778,92_778,12312018778,111447.0
30,2019,03/31/2019,3,92,778,92_778,3312019778,136187.0
31,2019,06/30/2019,4,92,778,92_778,6302019778,193336.0
32,2020,09/30/2019,1,92,778,92_778,9302019778,97376.0
33,2020,12/31/2019,2,92,778,92_778,12312019778,216024.0
34,2020,03/31/2020,3,92,778,92_778,3312020778,155754.0
35,2020,06/30/2020,4,92,778,92_778,6302020778,128921.0
