,City,Financial Year,Quarter Ending,Quarter,key
1964,417,2023,06/30/2023,4,6302023417
1965,417,2023,03/31/2023,3,3312023417
1966,417,2023,12/31/2022,2,12312022417
1967,417,2023,09/30/2022,1,9302022417
1968,419,2024,12/31/2023,2,12312023419
1969,419,2024,09/30/2023,1,9302023419
1970,419,2023,06/30/2023,4,6302023419
1971,419,2023,03/31/2023,3,3312023419
1972,419,2023,12/31/2022,2,12312022419
1973,419,2023,09/30/2022,1,9302022419
1974,420,2024,12/31/2023,2,12312023420
1975,420,2024,09/30/2023,1,9302023420
1976,420,2023,06/30/2023,4,6302023420
1977,420,2023,03/31/2023,3,3312023420
1978,420,2023,12/31/2022,2,12312022420
1979,420,2023,09/30/2022,1,9302022420
1980,421,2024,12/31/2023,2,12312023421
1981,421,2024,09/30/2023,1,9302023421
1982,421,2023,06/30/2023,4,6302023421
1983,421,2023,03/31/2023,3,3312023421
1984,421,2023,12/31/2022,2,12312022421
1985,421,2023,09/30/2022,1,9302022421
1986,422,2024,12/31/2023,2,12312023422
1987,422,2024,09/30/2023,1,9302023422
1988,422,2023,06/30/2023,4,6302023422
1989,422,2023,03/31/2023,3,3312023422
1990,422,2023,12/31/2022,2,12312022422
1991,422,2023,09/30/2022,1,9302022422
1992,423,2024,12/31/2023,2,12312023423
1993,423,2024,09/30/2023,1,9302023423
1994,423,2023,06/30/2023,4,6302023423
1995,423,2023,03/31/2023,3,3312023423
1996,423,2023,12/31/2022,2,12312022423
1997,423,2023,09/30/2022,1,9302022423
1998,424,2024,12/31/2023,2,12312023424
1999,424,2024,09/30/2023,1,9302023424
2000,424,2023,06/30/2023,4,6302023424
2001,424,2023,03/31/2023,3,3312023424
2002,424,2023,12/31/2022,2,12312022424
2003,424,2023,09/30/2022,1,9302022424
2004,425,2024,12/31/2023,2,12312023425
2005,425,2024,09/30/2023,1,9302023425
2006,425,2023,06/30/2023,4,6302023425
2007,425,2023,03/31/2023,3,3312023425
2008,425,2023,12/31/2022,2,12312022425
2009,425,2023,09/30/2022,1,9302022425
2010,426,2024,12/31/2023,2,12312023426
2011,426,2024,09/30/2023,1,9302023426
2012,426,2023,06/30/2023,4,6302023426
2013,426,2023,03/31/2023,3,3312023426
2014,426,2023,12/31/2022,2,12312022426
2015,426,2023,09/30/2022,1,9302022426
2016,427,2024,12/31/2023,2,12312023427
2017,427,2024,09/30/2023,1,9302023427
2018,427,2023,06/30/2023,4,6302023427
2019,427,2023,03/31/2023,3,3312023427
2020,427,2023,12/31/2022,2,12312022427
2021,427,2023,09/30/2022,1,9302022427
2022,428,2024,12/31/2023,2,12312023428
2023,428,2024,09/30/2023,1,9302023428
2024,428,2023,06/30/2023,4,6302023428
2025,428,2023,03/31/2023,3,3312023428
2026,428,2023,12/31/2022,2,12312022428
2027,428,2023,09/30/2022,1,9302022428
2028,429,2024,12/31/2023,2,12312023429
2029,429,2024,09/30/2023,1,9302023429
2030,429,2023,06/30/2023,4,6302023429
2031,429,2023,03/31/2023,3,3312023429
2032,429,2023,12/31/2022,2,12312022429
2033,429,2023,09/30/2022,1,9302022429
2034,430,2024,12/31/2023,2,12312023430
2035,430,2024,09/30/2023,1,9302023430
2036,430,2023,06/30/2023,4,6302023430
2037,430,2023,03/31/2023,3,3312023430
2038,430,2023,12/31/2022,2,12312022430
2039,430,2023,09/30/2022,1,9302022430
2040,432,2024,12/31/2023,2,12312023432
2041,432,2024,09/30/2023,1,9302023432
2042,432,2023,06/30/2023,4,6302023432
2043,432,2023,03/31/2023,3,3312023432
2044,432,2023,12/31/2022,2,12312022432
2045,432,2023,09/30/2022,1,9302022432
2046,433,2024,12/31/2023,2,12312023433
2047,433,2024,09/30/2023,1,9302023433
2048,433,2023,06/30/2023,4,6302023433
2049,433,2023,03/31/2023,3,3312023433
2050,433,2023,12/31/2022,2,12312022433
2051,433,2023,09/30/2022,1,9302022433
2052,434,2024,12/31/2023,2,12312023434
2053,434,2024,09/30/2023,1,9302023434
2054,434,2023,06/30/2023,4,6302023434
2055,434,2023,03/31/2023,3,3312023434
2056,434,2023,12/31/2022,2,12312022434
2057,434,2023,09/30/2022,1,9302022434
2058,435,2024,12/31/2023,2,12312023435
2059,435,2024,09/30/2023,1,9302023435
2060,435,2023,06/30/2023,4,6302023435
2061,435,2023,03/31/2023,3,3312023435
2062,435,2023,12/31/2022,2,12312022435
2063,435,2023,09/30/2022,1,9302022435
2064,436,2024,12/31/2023,2,12312023436
2065,436,2024,09/30/2023,1,9302023436
2066,436,2023,06/30/2023,4,6302023436
2067,436,2023,03/31/2023,3,3312023436
2068,436,2023,12/31/2022,2,12312022436
2069,436,2023,09/30/2022,1,9302022436
2070,437,2024,12/31/2023,2,12312023437
2071,437,2024,09/30/2023,1,9302023437
2072,437,2023,06/30/2023,4,6302023437
2073,437,2023,03/31/2023,3,3312023437
2074,437,2023,12/31/2022,2,12312022437
2075,437,2023,09/30/2022,1,9302022437
2076,438,2024,12/31/2023,2,12312023438
2077,438,2024,09/30/2023,1,9302023438
2078,438,2023,06/30/2023,4,6302023438
2079,438,2023,03/31/2023,3,3312023438
2080,438,2023,12/31/2022,2,12312022438
2081,438,2023,09/30/2022,1,9302022438
2082,440,2024,12/31/2023,2,12312023440
2083,440,2024,09/30/2023,1,9302023440
2084,440,2023,06/30/2023,4,6302023440
2085,440,2023,03/31/2023,3,3312023440
2086,440,2023,12/31/2022,2,12312022440
2087,440,2023,09/30/2022,1,9302022440
2088,441,2024,12/31/2023,2,12312023441
2089,441,2024,09/30/2023,1,9302023441
2090,441,2023,06/30/2023,4,6302023441
2091,441,2023,03/31/2023,3,3312023441
2092,441,2023,12/31/2022,2,12312022441
2093,441,2023,09/30/2022,1,9302022441
2094,442,2024,12/31/2023,2,12312023442
2095,442,2024,09/30/2023,1,9302023442
2096,442,2023,06/30/2023,4,6302023442
2097,442,2023,03/31/2023,3,3312023442
2098,442,2023,12/31/2022,2,12312022442
2099,442,2023,09/30/2022,1,9302022442
2100,443,2024,12/31/2023,2,12312023443
2101,443,2024,09/30/2023,1,9302023443
2102,443,2023,06/30/2023,4,6302023443
2103,443,2023,03/31/2023,3,3312023443
2104,443,2023,12/31/2022,2,12312022443
2105,443,2023,09/30/2022,1,9302022443
2106,444,2024,12/31/2023,2,12312023444
2107,444,2024,09/30/2023,1,9302023444
2108,444,2023,06/30/2023,4,6302023444
2109,444,2023,03/31/2023,3,3312023444
2110,444,2023,12/31/2022,2,12312022444
2111,444,2023,09/30/2022,1,9302022444
2112,445,2024,12/31/2023,2,12312023445
2113,445,2024,09/30/2023,1,9302023445
2114,445,2023,06/30/2023,4,6302023445
2115,445,2023,03/31/2023,3,3312023445
2116,445,2023,12/31/2022,2,12312022445
2117,445,2023,09/30/2022,1,9302022445
2118,446,2024,12/31/2023,2,12312023446
2119,446,2024,09/30/2023,1,9302023446
2120,446,2023,06/30/2023,4,6302023446
2121,446,2023,03/31/2023,3,3312023446
2122,446,2023,12/31/2022,2,12312022446
2123,446,2023,09/30/2022,1,9302022446
2124,448,2024,12/31/2023,2,12312023448
2125,448,2024,09/30/2023,1,9302023448
2126,448,2023,06/30/2023,4,6302023448
2127,448,2023,03/31/2023,3,3312023448
2128,448,2023,12/31/2022,2,12312022448
2129,448,2023,09/30/2022,1,9302022448
2130,449,2024,12/31/2023,2,12312023449
2131,449,2024,09/30/2023,1,9302023449
2132,449,2023,06/30/2023,4,6302023449
2133,449,2023,03/31/2023,3,3312023449
2134,449,2023,12/31/2022,2,12312022449
2135,449,2023,09/30/2022,1,9302022449
2136,450,2024,12/31/2023,2,12312023450
2137,450,2024,09/30/2023,1,9302023450
2138,450,2023,06/30/2023,4,6302023450
2139,450,2023,03/31/2023,3,3312023450
2140,450,2023,12/31/2022,2,12312022450
2141,450,2023,09/30/2022,1,9302022450
2142,451,2024,12/31/2023,2,12312023451
2143,451,2024,09/30/2023,1,9302023451
2144,451,2023,06/30/2023,4,6302023451
2145,451,2023,03/31/2023,3,3312023451
2146,451,2023,12/31/2022,2,12312022451
2147,451,2023,09/30/2022,1,9302022451
2148,452,2024,12/31/2023,2,12312023452
2149,452,2024,09/30/2023,1,9302023452
2150,452,2023,06/30/2023,4,6302023452
2151,452,2023,03/31/2023,3,3312023452
2152,452,2023,12/31/2022,2,12312022452
2153,452,2023,09/30/2022,1,9302022452
2154,453,2024,12/31/2023,2,12312023453
2155,453,2024,09/30/2023,1,9302023453
2156,453,2023,06/30/2023,4,6302023453
2157,453,2023,03/31/2023,3,3312023453
2158,453,2023,12/31/2022,2,12312022453
2159,453,2023,09/30/2022,1,9302022453
2160,455,2024,12/31/2023,2,12312023455
2161,455,2024,09/30/2023,1,9302023455
2162,455,2023,06/30/2023,4,6302023455
2163,455,2023,03/31/2023,3,3312023455
2164,455,2023,12/31/2022,2,12312022455
2165,455,2023,09/30/2022,1,9302022455
2166,456,2024,12/31/2023,2,12312023456
2167,456,2024,09/30/2023,1,9302023456
2168,456,2023,06/30/2023,4,6302023456
2169,456,2023,03/31/2023,3,3312023456
2170,456,2023,12/31/2022,2,12312022456
2171,456,2023,09/30/2022,1,9302022456
2172,457,2024,12/31/2023,2,12312023457
2173,457,2024,09/30/2023,1,9302023457
2174,457,2023,06/30/2023,4,6302023457
2175,457,2023,03/31/2023,3,3312023457
2176,457,2023,12/31/2022,2,12312022457
2177,457,2023,09/30/2022,1,9302022457
2178,458,2024,12/31/2023,2,12312023458
2179,458,2024,09/30/2023,1,9302023458
2180,458,2023,06/30/2023,4,6302023458
2181,458,2023,03/31/2023,3,3312023458
2182,458,2023,12/31/2022,2,12312022458
2183,458,2023,09/30/2022,1,9302022458
2184,459,2024,12/31/2023,2,12312023459
2185,459,2024,09/30/2023,1,9302023459
2186,459,2023,06/30/2023,4,6302023459
2187,459,2023,03/31/2023,3,3312023459
2188,459,2023,12/31/2022,2,12312022459
2189,459,2023,09/30/2022,1,9302022459
2190,460,2024,12/31/2023,2,12312023460
2191,460,2024,09/30/2023,1,9302023460
2192,460,2023,06/30/2023,4,6302023460
2193,460,2023,03/31/2023,3,3312023460
2194,460,2023,12/31/2022,2,12312022460
2195,460,2023,09/30/2022,1,9302022460
2196,461,2024,12/31/2023,2,12312023461
2197,461,2024,09/30/2023,1,9302023461
2198,461,2023,06/30/2023,4,6302023461
2199,461,2023,03/31/2023,3,3312023461
2200,461,2023,12/31/2022,2,12312022461
2201,461,2023,09/30/2022,1,9302022461
2202,462,2024,12/31/2023,2,12312023462
2203,462,2024,09/30/2023,1,9302023462
2204,462,2023,06/30/2023,4,6302023462
2205,462,2023,03/31/2023,3,3312023462
2206,462,2023,12/31/2022,2,12312022462
2207,462,2023,09/30/2022,1,9302022462
2208,464,2024,12/31/2023,2,12312023464
2209,464,2024,09/30/2023,1,9302023464
2210,464,2023,06/30/2023,4,6302023464
2211,464,2023,03/31/2023,3,3312023464
2212,464,2023,12/31/2022,2,12312022464
2213,464,2023,09/30/2022,1,9302022464
2214,465,2024,12/31/2023,2,12312023465
2215,465,2024,09/30/2023,1,9302023465
2216,465,2023,06/30/2023,4,6302023465
2217,465,2023,03/31/2023,3,3312023465
2218,465,2023,12/31/2022,2,12312022465
2219,465,2023,09/30/2022,1,9302022465
2220,466,2024,12/31/2023,2,12312023466
2221,466,2024,09/30/2023,1,9302023466
2222,466,2023,06/30/2023,4,6302023466
2223,466,2023,03/31/2023,3,3312023466
2224,466,2023,12/31/2022,2,12312022466
2225,466,2023,09/30/2022,1,9302022466
2226,467,2024,12/31/2023,2,12312023467
2227,467,2024,09/30/2023,1,9302023467
2228,467,2023,06/30/2023,4,6302023467
2229,467,2023,03/31/2023,3,3312023467
2230,467,2023,12/31/2022,2,12312022467
2231,467,2023,09/30/2022,1,9302022467
2232,468,2024,12/31/2023,2,12312023468
2233,468,2024,09/30/2023,1,9302023468
2234,468,2023,06/30/2023,4,6302023468
2235,468,2023,03/31/2023,3,3312023468
2236,468,2023,12/31/2022,2,12312022468
2237,468,2023,09/30/2022,1,9302022468
2238,469,2024,12/31/2023,2,12312023469
2239,469,2024,09/30/2023,1,9302023469
2240,469,2023,06/30/2023,4,6302023469
2241,469,2023,03/31/2023,3,3312023469
2242,469,2023,12/31/2022,2,12312022469
2243,469,2023,09/30/2022,1,9302022469
2244,470,2024,12/31/2023,2,12312023470
2245,470,2024,09/30/2023,1,9302023470
2246,470,2023,06/30/2023,4,6302023470
2247,470,2023,03/31/2023,3,3312023470
2248,470,2023,12/31/2022,2,12312022470
2249,470,2023,09/30/2022,1,9302022470
2250,471,2024,12/31/2023,2,12312023471
2251,471,2024,09/30/2023,1,9302023471
2252,471,2023,06/30/2023,4,6302023471
2253,471,2023,03/31/2023,3,3312023471
2254,471,2023,12/31/2022,2,12312022471
2255,471,2023,09/30/2022,1,9302022471
2256,473,2024,12/31/2023,2,12312023473
2257,473,2024,09/30/2023,1,9302023473
2258,473,2023,06/30/2023,4,6302023473
2259,473,2023,03/31/2023,3,3312023473
2260,473,2023,12/31/2022,2,12312022473
2261,473,2023,09/30/2022,1,9302022473
2262,474,2024,12/31/2023,2,12312023474
2263,474,2024,09/30/2023,1,9302023474
2264,474,2023,06/30/2023,4,6302023474
2265,474,2023,03/31/2023,3,3312023474
2266,474,2023,12/31/2022,2,12312022474
2267,474,2023,09/30/2022,1,9302022474
2268,475,2024,12/31/2023,2,12312023475
2269,475,2024,09/30/2023,1,9302023475
2270,475,2023,06/30/2023,4,6302023475
2271,475,2023,03/31/2023,3,3312023475
2272,475,2023,12/31/2022,2,12312022475
2273,475,2023,09/30/2022,1,9302022475
2274,476,2024,12/31/2023,2,12312023476
2275,476,2024,09/30/2023,1,9302023476
2276,476,2023,06/30/2023,4,6302023476
2277,476,2023,03/31/2023,3,3312023476
2278,476,2023,12/31/2022,2,12312022476
2279,476,2023,09/30/2022,1,9302022476
2280,477,2024,12/31/2023,2,12312023477
2281,477,2024,09/30/2023,1,9302023477
2282,477,2023,06/30/2023,4,6302023477
2283,477,2023,03/31/2023,3,3312023477
2284,477,2023,12/31/2022,2,12312022477
2285,477,2023,09/30/2022,1,9302022477
2286,478,2024,12/31/2023,2,12312023478
2287,478,2024,09/30/2023,1,9302023478
2288,478,2023,06/30/2023,4,6302023478
2289,478,2023,03/31/2023,3,3312023478
2290,478,2023,12/31/2022,2,12312022478
2291,478,2023,09/30/2022,1,9302022478
2292,479,2024,12/31/2023,2,12312023479
2293,479,2024,09/30/2023,1,9302023479
2294,479,2023,06/30/2023,4,6302023479
2295,479,2023,03/31/2023,3,3312023479
2296,479,2023,12/31/2022,2,12312022479
2297,479,2023,09/30/2022,1,9302022479
2298,480,2024,12/31/2023,2,12312023480
2299,480,2024,09/30/2023,1,9302023480
2300,480,2023,06/30/2023,4,6302023480
2301,480,2023,03/31/2023,3,3312023480
2302,480,2023,12/31/2022,2,12312022480
2303,480,2023,09/30/2022,1,9302022480
2304,481,2024,12/31/2023,2,12312023481
2305,481,2024,09/30/2023,1,9302023481
2306,481,2023,06/30/2023,4,6302023481
2307,481,2023,03/31/2023,3,3312023481
2308,481,2023,12/31/2022,2,12312022481
2309,481,2023,09/30/2022,1,9302022481
2310,482,2024,12/31/2023,2,12312023482
2311,482,2024,09/30/2023,1,9302023482
2312,482,2023,06/30/2023,4,6302023482
2313,482,2023,03/31/2023,3,3312023482
2314,482,2023,12/31/2022,2,12312022482
2315,482,2023,09/30/2022,1,9302022482
2316,484,2024,12/31/2023,2,12312023484
2317,484,2024,09/30/2023,1,9302023484
2318,484,2023,06/30/2023,4,6302023484
2319,484,2023,03/31/2023,3,3312023484
2320,484,2023,12/31/2022,2,12312022484
2321,484,2023,09/30/2022,1,9302022484
2322,486,2024,12/31/2023,2,12312023486
2323,486,2024,09/30/2023,1,9302023486
2324,486,2023,06/30/2023,4,6302023486
2325,486,2023,03/31/2023,3,3312023486
2326,486,2023,12/31/2022,2,12312022486
2327,486,2023,09/30/2022,1,9302022486
2328,487,2024,12/31/2023,2,12312023487
2329,487,2024,09/30/2023,1,9302023487
2330,487,2023,06/30/2023,4,6302023487
2331,487,2023,03/31/2023,3,3312023487
2332,487,2023,12/31/2022,2,12312022487
2333,487,2023,09/30/2022,1,9302022487
2334,488,2024,12/31/2023,2,12312023488
2335,488,2024,09/30/2023,1,9302023488
2336,488,2023,06/30/2023,4,6302023488
2337,488,2023,03/31/2023,3,3312023488
2338,488,2023,12/31/2022,2,12312022488
2339,488,2023,09/30/2022,1,9302022488
2340,489,2024,12/31/2023,2,12312023489
2341,489,2024,09/30/2023,1,9302023489
2342,489,2023,06/30/2023,4,6302023489
2343,489,2023,03/31/2023,3,3312023489
2344,489,2023,12/31/2022,2,12312022489
2345,489,2023,09/30/2022,1,9302022489
2346,490,2024,12/31/2023,2,12312023490
2347,490,2024,09/30/2023,1,9302023490
2348,490,2023,06/30/2023,4,6302023490
2349,490,2023,03/31/2023,3,3312023490
2350,490,2023,12/31/2022,2,12312022490
2351,490,2023,09/30/2022,1,9302022490
2352,491,2024,12/31/2023,2,12312023491
2353,491,2024,09/30/2023,1,9302023491
2354,491,2023,06/30/2023,4,6302023491
2355,491,2023,03/31/2023,3,3312023491
2356,491,2023,12/31/2022,2,12312022491
2357,491,2023,09/30/2022,1,9302022491
2358,492,2024,12/31/2023,2,12312023492
2359,492,2024,09/30/2023,1,9302023492
2360,492,2023,06/30/2023,4,6302023492
2361,492,2023,03/31/2023,3,3312023492
2362,492,2023,12/31/2022,2,12312022492
2363,492,2023,09/30/2022,1,9302022492
2364,493,2024,12/31/2023,2,12312023493
2365,493,2024,09/30/2023,1,9302023493
2366,493,2023,06/30/2023,4,6302023493
2367,493,2023,03/31/2023,3,3312023493
2368,493,2023,12/31/2022,2,12312022493
2369,493,2023,09/30/2022,1,9302022493
2370,494,2024,12/31/2023,2,12312023494
2371,494,2024,09/30/2023,1,9302023494
2372,494,2023,06/30/2023,4,6302023494
2373,494,2023,03/31/2023,3,3312023494
2374,494,2023,12/31/2022,2,12312022494
2375,494,2023,09/30/2022,1,9302022494
2376,495,2024,12/31/2023,2,12312023495
2377,495,2024,09/30/2023,1,9302023495
2378,495,2023,06/30/2023,4,6302023495
2379,495,2023,03/31/2023,3,3312023495
2380,495,2023,12/31/2022,2,12312022495
2381,495,2023,09/30/2022,1,9302022495
2382,496,2024,12/31/2023,2,12312023496
2383,496,2024,09/30/2023,1,9302023496
2384,496,2023,06/30/2023,4,6302023496
2385,496,2023,03/31/2023,3,3312023496
2386,496,2023,12/31/2022,2,12312022496
2387,496,2023,09/30/2022,1,9302022496
2388,497,2024,12/31/2023,2,12312023497
2389,497,2024,09/30/2023,1,9302023497
2390,497,2023,06/30/2023,4,6302023497
2391,497,2023,03/31/2023,3,3312023497
2392,497,2023,12/31/2022,2,12312022497
2393,497,2023,09/30/2022,1,9302022497
2394,499,2024,12/31/2023,2,12312023499
2395,499,2024,09/30/2023,1,9302023499
2396,499,2023,06/30/2023,4,6302023499
2397,499,2023,03/31/2023,3,3312023499
2398,499,2023,12/31/2022,2,12312022499
2399,499,2023,09/30/2022,1,9302022499
2400,500,2024,12/31/2023,2,12312023500
2401,500,2024,09/30/2023,1,9302023500
2402,500,2023,06/30/2023,4,6302023500
2403,500,2023,03/31/2023,3,3312023500
2404,500,2023,12/31/2022,2,12312022500
2405,500,2023,09/30/2022,1,9302022500
2406,501,2024,12/31/2023,2,12312023501
2407,501,2024,09/30/2023,1,9302023501
2408,501,2023,06/30/2023,4,6302023501
2409,501,2023,03/31/2023,3,3312023501
2410,501,2023,12/31/2022,2,12312022501
2411,501,2023,09/30/2022,1,9302022501
2412,504,2024,12/31/2023,2,12312023504
2413,504,2024,09/30/2023,1,9302023504
2414,504,2023,06/30/2023,4,6302023504
2415,504,2023,03/31/2023,3,3312023504
2416,504,2023,12/31/2022,2,12312022504
2417,504,2023,09/30/2022,1,9302022504
2418,506,2024,12/31/2023,2,12312023506
2419,506,2024,09/30/2023,1,9302023506
2420,506,2023,06/30/2023,4,6302023506
2421,506,2023,03/31/2023,3,3312023506
2422,506,2023,12/31/2022,2,12312022506
2423,506,2023,09/30/2022,1,9302022506
2424,507,2024,12/31/2023,2,12312023507
2425,507,2024,09/30/2023,1,9302023507
2426,507,2023,06/30/2023,4,6302023507
2427,507,2023,03/31/2023,3,3312023507
2428,507,2023,12/31/2022,2,12312022507
2429,507,2023,09/30/2022,1,9302022507
2430,509,2024,12/31/2023,2,12312023509
2431,509,2024,09/30/2023,1,9302023509
2432,509,2023,06/30/2023,4,6302023509
2433,509,2023,03/31/2023,3,3312023509
2434,509,2023,12/31/2022,2,12312022509
2435,509,2023,09/30/2022,1,9302022509
2436,510,2024,12/31/2023,2,12312023510
2437,510,2024,09/30/2023,1,9302023510
2438,510,2023,06/30/2023,4,6302023510
2439,510,2023,03/31/2023,3,3312023510
2440,510,2023,12/31/2022,2,12312022510
2441,510,2023,09/30/2022,1,9302022510
2442,512,2024,12/31/2023,2,12312023512
2443,512,2024,09/30/2023,1,9302023512
2444,512,2023,06/30/2023,4,6302023512
2445,512,2023,03/31/2023,3,3312023512
2446,512,2023,12/31/2022,2,12312022512
2447,512,2023,09/30/2022,1,9302022512
2448,513,2024,12/31/2023,2,12312023513
2449,513,2024,09/30/2023,1,9302023513
2450,513,2023,06/30/2023,4,6302023513
2451,513,2023,03/31/2023,3,3312023513
2452,513,2023,12/31/2022,2,12312022513
2453,513,2023,09/30/2022,1,9302022513
2454,514,2024,12/31/2023,2,12312023514
2455,514,2024,09/30/2023,1,9302023514
2456,514,2023,06/30/2023,4,6302023514
2457,514,2023,03/31/2023,3,3312023514
2458,514,2023,12/31/2022,2,12312022514
2459,514,2023,09/30/2022,1,9302022514
2460,515,2024,12/31/2023,2,12312023515
2461,515,2024,09/30/2023,1,9302023515
2462,515,2023,06/30/2023,4,6302023515
2463,515,2023,03/31/2023,3,3312023515
2464,515,2023,12/31/2022,2,12312022515
2465,515,2023,09/30/2022,1,9302022515
2466,516,2024,12/31/2023,2,12312023516
2467,516,2024,09/30/2023,1,9302023516
2468,516,2023,06/30/2023,4,6302023516
2469,516,2023,03/31/2023,3,3312023516
2470,516,2023,12/31/2022,2,12312022516
2471,516,2023,09/30/2022,1,9302022516
2472,517,2024,12/31/2023,2,12312023517
2473,517,2024,09/30/2023,1,9302023517
2474,517,2023,06/30/2023,4,6302023517
2475,517,2023,03/31/2023,3,3312023517
2476,517,2023,12/31/2022,2,12312022517
2477,517,2023,09/30/2022,1,9302022517
2478,518,2024,12/31/2023,2,12312023518
2479,518,2024,09/30/2023,1,9302023518
2480,518,2023,06/30/2023,4,6302023518
2481,518,2023,03/31/2023,3,3312023518
2482,518,2023,12/31/2022,2,12312022518
2483,518,2023,09/30/2022,1,9302022518
2484,519,2024,12/31/2023,2,12312023519
2485,519,2024,09/30/2023,1,9302023519
2486,519,2023,06/30/2023,4,6302023519
2487,519,2023,03/31/2023,3,3312023519
2488,519,2023,12/31/2022,2,12312022519
2489,519,2023,09/30/2022,1,9302022519
2490,520,2024,12/31/2023,2,12312023520
2491,520,2024,09/30/2023,1,9302023520
2492,520,2023,06/30/2023,4,6302023520
2493,520,2023,03/31/2023,3,3312023520
2494,520,2023,12/31/2022,2,12312022520
2495,520,2023,09/30/2022,1,9302022520
2496,521,2024,12/31/2023,2,12312023521
2497,521,2024,09/30/2023,1,9302023521
2498,521,2023,06/30/2023,4,6302023521
2499,521,2023,03/31/2023,3,3312023521
2500,521,2023,12/31/2022,2,12312022521
2501,521,2023,09/30/2022,1,9302022521
2502,523,2024,12/31/2023,2,12312023523
2503,523,2024,09/30/2023,1,9302023523
2504,523,2023,06/30/2023,4,6302023523
2505,523,2023,03/31/2023,3,3312023523
2506,523,2023,12/31/2022,2,12312022523
2507,523,2023,09/30/2022,1,9302022523
2508,526,2024,12/31/2023,2,12312023526
2509,526,2024,09/30/2023,1,9302023526
2510,526,2023,06/30/2023,4,6302023526
2511,526,2023,03/31/2023,3,3312023526
2512,526,2023,12/31/2022,2,12312022526
2513,526,2023,09/30/2022,1,9302022526
2514,527,2024,12/31/2023,2,12312023527
2515,527,2024,09/30/2023,1,9302023527
2516,527,2023,06/30/2023,4,6302023527
2517,527,2023,03/31/2023,3,3312023527
2518,527,2023,12/31/2022,2,12312022527
2519,527,2023,09/30/2022,1,9302022527
2520,528,2024,12/31/2023,2,12312023528
2521,528,2024,09/30/2023,1,9302023528
2522,528,2023,06/30/2023,4,6302023528
2523,528,2023,03/31/2023,3,3312023528
2524,528,2023,12/31/2022,2,12312022528
2525,528,2023,09/30/2022,1,9302022528
2526,530,2024,12/31/2023,2,12312023530
2527,530,2024,09/30/2023,1,9302023530
2528,530,2023,06/30/2023,4,6302023530
2529,530,2023,03/31/2023,3,3312023530
2530,530,2023,12/31/2022,2,12312022530
2531,530,2023,09/30/2022,1,9302022530
2532,531,2024,12/31/2023,2,12312023531
2533,531,2024,09/30/2023,1,9302023531
2534,531,2023,06/30/2023,4,6302023531
2535,531,2023,03/31/2023,3,3312023531
2536,531,2023,12/31/2022,2,12312022531
2537,531,2023,09/30/2022,1,9302022531
2538,532,2024,12/31/2023,2,12312023532
2539,532,2024,09/30/2023,1,9302023532
2540,532,2023,06/30/2023,4,6302023532
2541,532,2023,03/31/2023,3,3312023532
2542,532,2023,12/31/2022,2,12312022532
2543,532,2023,09/30/2022,1,9302022532
2544,533,2024,12/31/2023,2,12312023533
2545,533,2024,09/30/2023,1,9302023533
2546,533,2023,06/30/2023,4,6302023533
2547,533,2023,03/31/2023,3,3312023533
2548,533,2023,12/31/2022,2,12312022533
2549,533,2023,09/30/2022,1,9302022533
2550,534,2024,12/31/2023,2,12312023534
2551,534,2024,09/30/2023,1,9302023534
2552,534,2023,06/30/2023,4,6302023534
2553,534,2023,03/31/2023,3,3312023534
2554,534,2023,12/31/2022,2,12312022534
2555,534,2023,09/30/2022,1,9302022534
2556,537,2024,12/31/2023,2,12312023537
2557,537,2024,09/30/2023,1,9302023537
2558,537,2023,06/30/2023,4,6302023537
2559,537,2023,03/31/2023,3,3312023537
2560,537,2023,12/31/2022,2,12312022537
2561,537,2023,09/30/2022,1,9302022537
2562,538,2024,12/31/2023,2,12312023538
2563,538,2024,09/30/2023,1,9302023538
2564,538,2023,06/30/2023,4,6302023538
2565,538,2023,03/31/2023,3,3312023538
2566,538,2023,12/31/2022,2,12312022538
2567,538,2023,09/30/2022,1,9302022538
2568,539,2024,12/31/2023,2,12312023539
2569,539,2024,09/30/2023,1,9302023539
2570,539,2023,06/30/2023,4,6302023539
2571,539,2023,03/31/2023,3,3312023539
2572,539,2023,12/31/2022,2,12312022539
2573,539,2023,09/30/2022,1,9302022539
2574,541,2024,12/31/2023,2,12312023541
2575,541,2024,09/30/2023,1,9302023541
2576,541,2023,06/30/2023,4,6302023541
2577,541,2023,03/31/2023,3,3312023541
2578,541,2023,12/31/2022,2,12312022541
2579,541,2023,09/30/2022,1,9302022541
2580,543,2024,12/31/2023,2,12312023543
2581,543,2024,09/30/2023,1,9302023543
2582,543,2023,06/30/2023,4,6302023543
2583,543,2023,03/31/2023,3,3312023543
2584,543,2023,12/31/2022,2,12312022543
2585,543,2023,09/30/2022,1,9302022543
2586,545,2024,12/31/2023,2,12312023545
2587,545,2024,09/30/2023,1,9302023545
2588,545,2023,06/30/2023,4,6302023545
2589,545,2023,03/31/2023,3,3312023545
2590,545,2023,12/31/2022,2,12312022545
2591,545,2023,09/30/2022,1,9302022545
2592,546,2024,12/31/2023,2,12312023546
2593,546,2024,09/30/2023,1,9302023546
2594,546,2023,06/30/2023,4,6302023546
2595,546,2023,03/31/2023,3,3312023546
2596,546,2023,12/31/2022,2,12312022546
2597,546,2023,09/30/2022,1,9302022546
2598,548,2024,12/31/2023,2,12312023548
