YearlyIncome,LoanPurpose,CreditRating,RequestedLoanAmount
58488,Education,823,51115.81004
41790,Business,682,63153.440014
157010,Personal,410,62040.890005
40344,Personal,532,24500.020013
99213,Education,589,23732.750026
46728,Education,422,20326.92002
22534,Business,713,43067.980043
54666,Education,714,2568.860039
108221,Car,400,52663.14008
135845,Business,498,64837.170016
198933,Car,766,1639.60005
48769,Car,583,8123.050012
42246,Business,815,49095.330026
166413,Home,749,57586.460017
84756,Business,840,33622.020007
39459,Home,479,37667.250066
156684,Home,543,50877.10009
76654,Home,400,34210.270002
51662,Business,435,15744.61005
132071,Education,441,51175.480001
103223,Home,368,14956.020001
150240,Home,467,22070.330034
187636,Business,544,40327.120027
195606,Car,765,52594.930026
165040,Car,366,27569.110058
20370,Business,360,57987.150016
69006,Home,462,54321.290067
99000,Business,358,39576.900057
176912,Home,500,17748.04006
158317,Home,365,55634.18
54332,Education,704,35454.950031
124150,Business,456,1345.480036
69924,Business,369,31226.430031
134096,Personal,609,10591.100083
163034,Education,692,53677.640021
53782,Home,630,64632.570027
59012,Personal,412,62450.110022
116366,Personal,455,53890.770007
122690,Business,526,32773.760044
51080,Education,570,39291.310075
85754,Education,834,10727.510007
36186,Personal,504,35638.240065
98730,Education,734,17624.420083
191945,Car,692,52432.950065
83739,Home,441,31605.810077
127285,Car,792,40706.490071
54845,Personal,505,61525.120015
167516,Business,321,16490.560015
75899,Business,619,56141.430034
79530,Home,564,27748.140007
53749,Car,519,37739.710096
193286,Personal,559,2683.950037
55184,Home,823,14615.010091
69625,Car,674,1081.20003
150539,Education,431,18915.990085
69280,Home,618,12402.710071
158860,Education,553,62062.210063
144810,Personal,508,27287.770025
136748,Home,330,53409.090099
167992,Education,413,15902.320088
22477,Business,403,42151.520016
140512,Education,615,55178.08008
87549,Car,671,32530.790028
60099,Home,536,21639.810027
28931,Home,527,3540.730035
197285,Education,382,52279.500057
60355,Car,800,60612.920026
142501,Business,696,38255.490008
124731,Business,552,25851.270007
99859,Home,760,46831.880002
59369,Education,590,34947.700031
89082,Education,788,26107.030092
67178,Education,841,11051.460012
58751,Education,523,26742.160071
65052,Education,430,21465.040012
102777,Home,426,46341.670036
183993,Business,398,61269.360032
162405,Education,592,20586.94005
102443,Business,747,48899.250019
94002,Personal,746,37910.220054
191647,Personal,743,1707.810054
181309,Business,395,60293.220004
144629,Business,348,61392.980047
117353,Personal,456,63549.860088
185607,Education,654,32471.120043
147509,Personal,464,64683.720084
46018,Car,491,44495.960017
163099,Personal,437,28106.200054
35706,Education,525,49078.280028
55413,Personal,711,39768.720049
120943,Personal,512,24636.430087
124356,Personal,313,26618.540007
155095,Business,458,35084.100031
124389,Business,528,33570.870006
159642,Personal,735,29968.960032
162762,Car,698,47475.530051
91989,Personal,567,34082.390089
111540,Car,516,21631.280041
139470,Business,422,10787.180052
20434,Education,761,28924.620014
121996,Home,664,34679.150026
114787,Personal,596,20113.790047
135466,Home,353,16852.890034
169843,Car,313,47206.990089
140494,Education,428,27185.470047
178521,Home,683,43451.620074
30859,Car,446,7615.790063
122703,Home,538,48843.83004
154922,Car,486,45050.100058
118171,Education,681,9725.790086
63411,Personal,350,4282.430088
84489,Business,422,25280.080059
45005,Business,841,34559.800084
47544,Car,762,42360.390078
134900,Personal,643,34504.390023
29431,Business,427,15088.160056
140288,Education,417,20267.24009
89873,Education,513,60050.250014
193980,Home,567,57049.370094
72845,Business,358,15045.540039
37197,Car,841,39423.450037
116013,Education,314,6993.450074
147965,Home,519,6903.940097
133714,Car,461,45088.470013
92551,Education,751,30544.41007
155744,Business,319,25186.300029
56516,Education,512,7995.170099
115531,Car,476,63656.430013
61900,Business,845,30454.90008
31347,Education,783,37633.150001
74332,Home,848,28319.330033
95870,Business,743,39691.990037
106202,Education,404,51128.590084
54930,Car,531,6038.630054
53382,Personal,737,24235.740054
146046,Education,714,45011.740096
116396,Business,403,22658.570048
196486,Business,769,37876.120072
87745,Personal,696,23072.050082
42065,Home,399,44244.470092
97398,Car,593,3949.940019
175074,Education,703,57641.870096
33729,Car,645,28826.5801
142740,Personal,304,63805.620013
33834,Business,639,28668.860042
63059,Home,660,44257.250078
52678,Car,761,31507.770027
41268,Business,714,54773.130026
38400,Home,740,29188.900087
149068,Business,403,47484.060079
22286,Personal,580,55762.060045
141008,Business,509,55902.730067
146255,Business,481,19551.120063
125404,Home,637,9043.770016
148682,Car,469,56273.570006
129030,Personal,578,11643.970051
79953,Personal,508,26362.790001
161831,Personal,316,13954.310043
97100,Business,701,25638.140015
92258,Personal,657,51290.570087
132264,Home,796,4614.910041
199626,Business,691,38242.700039
143019,Business,683,51806.350087
70677,Car,627,51614.53004
49017,Personal,633,34973.270003
176065,Home,587,55229.230006
75501,Car,546,32300.610094
69324,Personal,803,58639.330027
165465,Business,842,53865.190023
77937,Personal,745,31435.300063
102934,Car,629,13647.400086
53901,Business,814,11793.1601
22940,Education,409,25616.830026
96046,Education,761,5480.220087
60268,Business,814,31043.140038
109185,Business,603,9367.730012
93152,Home,390,11797.420068
185333,Business,425,48490.030069
118980,Car,643,36942.600013
94907,Car,331,21972.290037
124483,Education,375,40761.910094
139041,Car,788,26166.710054
159194,Home,689,36333.050044
159920,Business,842,19167.49004
179493,Education,354,55796.160088
102486,Car,768,58562.600066
91663,Business,724,25122.360068
51698,Education,635,27002.180085
128965,Education,673,26192.280078
72469,Education,371,32441.28006
91727,Home,843,13707.07007
72482,Car,538,57693.030073
130529,Car,484,60531.930003
199863,Personal,494,29662.050008
161487,Education,578,34440.450007
176339,Car,383,36239.270082
169455,Car,846,57134.62004
169177,Car,787,52637.560072
87267,Education,543,14389.090052
83434,Home,703,36499.290083
166197,Personal,321,64508.950054
156002,Business,452,60067.300029
46221,Business,692,49696.350026
187438,Personal,634,8796.540004
139630,Home,530,24662.000026
50150,Home,549,38460.090047
180379,Education,612,47548.00005
144018,Home,538,3400.07007
33492,Business,301,58004.200085
129841,Education,439,36968.180025
105141,Home,727,24180.330074
170715,Education,408,19926.230078
38049,Business,531,45267.490025
31111,Business,820,37658.720035
25256,Car,691,7159.690067
107624,Personal,470,37044.910044
116098,Car,563,19794.090095
90706,Home,339,61981.220018
75957,Home,692,8212.560076
24232,Business,847,64129.580083
152010,Home,744,43285.380021
159444,Business,555,58549.810037
154930,Business,353,26426.730041
100886,Home,491,11652.490058
42969,Education,446,63272.790078
41267,Business,763,2462.290049
36954,Car,341,11277.380099
193617,Education,425,42756.810026
34214,Car,483,54342.610099
26097,Business,519,25659.45006
70829,Business,359,20518.740041
153891,Business,386,16891.250093
87525,Home,783,64636.830094
170591,Home,808,12884.390024
90683,Car,631,42424.33005
28060,Business,550,56009.290004
157871,Education,440,61124.430029
94703,Business,449,5326.770094
77937,Education,473,23519.620099
85672,Personal,428,21878.510008
154541,Car,434,43460.150067
114626,Business,430,31367.100012
127200,Car,432,28928.880044
195582,Home,683,18221.190079
187714,Car,413,1643.870005
37009,Home,604,2227.850004
113956,Home,481,63515.760054
116386,Business,480,37479.690068
112392,Education,800,52739.860035
23085,Car,501,54687.880039
57294,Business,747,42496.790047
46891,Car,821,29870.920011
34256,Car,648,19951.81004
122905,Business,620,32752.450056
54303,Business,373,2018.980028
158904,Car,601,62364.850063
121069,Business,842,46853.190015
148192,Business,798,31375.620088
130068,Education,425,54329.82002
70601,Personal,393,62138.940032
82180,Education,421,14154.650059
172502,Personal,344,62292.390084
67498,Education,420,44892.380048
189325,Business,818,3706.970051
93965,Business,738,30054.21008
155957,Business,737,11639.710039
113358,Car,677,12372.88003
124425,Business,421,55280.380033
160949,Home,538,55638.44001
109265,Home,547,54777.390028
177435,Personal,645,45881.310058
188858,Education,644,43894.930026
132256,Car,794,51358.780094
178028,Education,301,52484.110088
152969,Business,384,55135.450084
66165,Education,565,18962.880059
180744,Car,568,42300.710029
37885,Home,705,46166.910025
37115,Business,434,17526.380004
121231,Business,593,41183.910095
189387,Education,803,47275.190079
30448,Business,533,13020.790001
49689,Car,746,59675.140006
176974,Home,796,62028.110078
65110,Business,781,63762.99001
133111,Car,845,58460.300069
185411,Business,843,32667.20001
64815,Personal,839,59244.620025
185099,Education,406,55152.500026
191714,Home,400,48980.23009
187669,Business,764,59892.540017
72049,Home,773,42688.6101
89369,Education,340,8408.640089
47908,Car,758,32543.580089
55771,Business,545,47965.730092
196341,Car,496,19150.440066
99475,Car,413,60156.820007
176191,Personal,539,11562.980087
24758,Home,645,46861.710018
52854,Car,710,64841.430004
158374,Home,598,16840.100062
74802,Home,708,58447.510047
95572,Home,709,8702.760035
187318,Home,375,4026.670081
92887,Personal,604,48916.300046
23152,Car,559,59837.120089
44575,Business,328,23131.720028
189867,Personal,481,56652.950058
119596,Personal,570,24338.040006
81128,Car,426,1319.910001
67138,Car,412,34444.710046
92533,Business,744,22756.610058
39244,Business,831,29845.340079
88607,Education,551,41004.880058
167044,Education,749,47019.430013
127171,Business,379,5808.440055
86609,Personal,606,6302.910078
106573,Home,713,53613.700066
100825,Business,723,61405.760017
78470,Car,765,11025.890001
63940,Business,614,50216.390048
127257,Education,420,29154.800037
66586,Education,796,53016.930032
30099,Business,771,29913.550035
173979,Business,674,42654.510018
40244,Home,340,52582.150074
187457,Car,343,51827.660023
121072,Car,537,19589.490057
29995,Business,835,6737.700073
85858,Education,584,64867.010026
178676,Business,520,56537.860004
132736,Education,839,62258.290096
26499,Home,345,37807.910003
32243,Car,375,29367.930032
147672,Business,824,5701.880006
35859,Personal,475,47172.880052
27046,Personal,770,40058.580091
59109,Home,463,38698.800085
38909,Home,711,42522.370031
128198,Education,786,32245.200074
118123,Education,656,33502.670016
106010,Business,416,5220.200043
46266,Business,710,46443.980045
141908,Education,320,13169.990019
139172,Education,502,50864.310033
143376,Home,612,38749.950069
23812,Personal,478,3698.450071
189602,Car,839,6337.010062
119627,Car,601,14563.860069
60417,Home,789,3067.580045
143279,Car,651,42684.350054
135786,Business,722,42164.310052
101770,Education,575,13971.360018
184051,Education,763,22368.710017
48017,Car,610,64521.740042
139731,Home,678,30851.320004
120084,Car,490,14964.550054
142595,Personal,605,31818.940011
147757,Business,811,16712.220024
57903,Personal,510,29461.710013
131080,Car,442,30028.640043
83779,Car,557,53600.91005
158566,Car,653,63264.270077
122259,Home,727,6622.600053
63569,Home,351,14759.940089
45806,Education,315,5582.530004
123228,Personal,557,21537.500093
141079,Home,608,55033.150005
27864,Personal,705,47147.310013
119513,Education,447,43008.310006
80039,Business,663,25531.580011
177378,Personal,665,46269.210087
199326,Education,576,59508.900022
192185,Home,693,20689.240081
37214,Home,551,14214.33001
88708,Personal,579,52880.530055
102926,Personal,457,61380.190071
140988,Home,470,30292.920096
119746,Education,408,6554.400003
58562,Personal,807,32066.17005
136999,Home,592,27799.290021
133163,Personal,450,54832.810036
110298,Home,459,57727.130063
46438,Personal,847,24436.080033
22356,Home,508,23566.510018
163332,Business,826,41934.130002
194635,Personal,461,43796.890029
195586,Education,494,8677.190007
45201,Car,404,52799.540025
81200,Home,699,42219.720022
143194,Education,493,23191.400072
74955,Car,615,36081.550013
115786,Home,666,22526.430053
31588,Education,461,28468.520002
68839,Business,744,37824.96008
122449,Education,705,35561.51006
38085,Home,735,11068.510014
152221,Personal,763,61030.650019
24990,Car,421,16588.600003
59955,Education,660,31072.980093
121352,Education,396,49483.220024
118011,Car,567,6494.730009
113251,Car,461,59385.280063
77496,Personal,651,19960.330098
28300,Personal,315,50493.460003
158504,Home,817,10122.210073
71542,Business,536,29943.390081
148111,Education,652,47168.620085
142486,Business,699,53051.030035
144536,Business,839,63809.880016
61315,Education,834,43097.820021
59246,Car,749,63362.310028
98866,Personal,497,63187.540098
77759,Car,364,58366.520083
178398,Business,634,30399.490049
199740,Business,545,43144.710005
113486,Personal,471,59572.840016
154112,Home,738,46763.670061
161452,Car,485,51426.980094
169789,Car,825,37518.060049
194397,Education,449,31494.98001
124720,Home,804,5117.900039
148193,Home,571,26639.860098
168911,Education,822,21823.10008
22505,Education,428,1609.770096
119437,Education,792,52360.49004
24355,Business,550,58775.730054
128915,Business,320,38975.870064
171389,Home,721,30578.520032
162488,Personal,819,28899.040097
124830,Education,340,23361.900091
140897,Personal,843,49521.590043
49068,Personal,699,43767.050001
186204,Home,667,19900.660055
119582,Business,602,54398.020002
121785,Car,566,2743.620039
52162,Home,384,36017.610002
163056,Education,412,40212.030074
121143,Home,724,54466.220008
59886,Home,677,46209.530091
87937,Personal,776,46780.720049
103329,Car,475,59560.050019
180389,Education,835,46120.020047
117286,Business,800,39952.010055
44948,Car,396,36111.39001
42834,Home,509,47995.570091
150214,Personal,385,50301.650043
110006,Education,484,48813.990084
147571,Business,777,50271.810086
97580,Education,380,19764.250013
84062,Car,553,23400.27007
45398,Car,752,1059.890097
194094,Business,457,21303.060048
190040,Personal,455,6030.100011
140203,Car,771,44231.680055
111556,Car,848,46593.170019
120903,Personal,495,13216.870058
121477,Education,470,28596.400082
48108,Education,808,52407.380044
34376,Education,550,27560.580078
121402,Home,556,40305.810085
176790,Business,303,52334.910062
27054,Car,350,13753.960086
156186,Education,440,40028.74005
133120,Personal,462,48247.060033
40582,Home,334,31350.050007
158917,Personal,777,48784.150023
120633,Home,369,30893.950025
84875,Personal,318,50160.980097
150545,Business,731,55706.650017
172230,Home,804,51141.380069
171423,Home,744,39065.390016
176285,Education,655,7151.170097
110475,Education,535,63332.470089
55231,Business,619,13268.030048
150282,Home,712,52923.160048
65385,Personal,452,39836.920022
105657,Business,609,59206.25
79465,Car,822,57262.5001
158524,Education,316,53362.210099
134131,Car,383,49346.82004
58153,Business,475,31840.250005
43296,Personal,795,16895.510006
98291,Education,570,12828.980081
141588,Car,572,42854.85006
64233,Education,818,2948.230011
151097,Car,402,39431.970005
63203,Home,488,35919.570036
21745,Business,346,6840.000091
117391,Car,716,16835.840071
152700,Personal,544,64027.270058
49176,Car,318,6929.510097
170992,Education,601,39555.590098
71065,Car,639,5275.620019
77519,Business,364,34095.170009
166214,Car,796,16158.080051
140023,Home,384,18549.41006
107692,Education,567,42910.270066
197816,Education,386,8118.780093
79935,Education,832,14538.290016
171965,Personal,785,56567.69001
43680,Education,355,41674.110059
112987,Personal,493,61141.480056
57831,Education,423,3093.160095
92189,Home,480,14781.250052
94005,Personal,733,17330.300084
38754,Education,497,47151.57007
158774,Personal,552,56341.780018
32802,Home,454,23212.710087
116669,Business,651,34466.020012
86126,Education,614,49709.140083
86587,Personal,847,25326.970092
56543,Education,632,62680.290091
92736,Education,445,35680.870037
84608,Business,831,4009.620013
96260,Home,432,22773.660011
99628,Car,552,57901.890054
88186,Personal,667,15041.270088
174683,Car,790,35646.77
199505,Home,426,51588.960013
113702,Business,711,46196.750019
94157,Car,702,41588.86004
25798,Home,497,62624.870037
119052,Personal,841,58711.790037
138495,Personal,650,21938.190055
73533,Business,704,19939.020087
72001,Business,770,59253.140069
169437,Personal,627,5215.940069
121754,Car,399,61819.240021
149111,Home,849,60105.670088
33981,Education,741,62262.550078
196231,Business,662,33856.470003
93600,Education,416,53191.700005
52987,Education,642,27684.200066
169401,Home,760,50787.580062
182572,Car,560,26968.080002
172831,Education,745,46478.08
34974,Personal,493,23340.590004
32866,Home,751,52441.480043
37536,Home,599,6119.620075
42756,Car,793,53754.370028
133693,Education,588,42403.020019
53120,Personal,602,59035.750033
48151,Business,539,33063.620006
83504,Personal,690,30049.950001
60122,Education,821,43600.810033
29732,Business,407,40254.66005
121186,Home,356,36477.980013
56461,Home,694,41746.570011
99885,Car,803,44598.260055
173937,Home,429,31597.280048
167944,Home,581,20066.900091
170855,Education,678,4810.990086
120716,Personal,307,47837.850021
105801,Education,329,9406.090003
196159,Personal,837,25552.890043
118588,Car,616,28835.100084
199251,Car,322,27841.910087
80687,Home,308,64351.230084
155167,Business,424,33387.580099
108052,Education,588,39845.450094
128902,Home,698,14862.240063
92866,Home,362,29018.400056
190016,Car,407,29308.260009
28645,Home,655,32347.500004
166996,Business,300,59692.190009
156102,Home,478,41081.600069
162319,Car,322,52420.170095
186653,Car,714,32867.540051
103335,Personal,672,54312.770038
176442,Home,498,53259.900056
56627,Home,572,59926.640025
164902,Car,808,60092.880031
76517,Personal,306,6294.380019
149389,Personal,761,10770.13002
137839,Car,462,12692.570037
44956,Education,749,37104.580052
93711,Business,509,20557.100097
64166,Car,520,40344.170089
163114,Personal,620,6251.760041
96269,Business,609,40229.080095
122267,Education,768,30766.070019
81214,Car,592,23084.830054
171882,Car,782,52249.66004
45546,Home,428,46725.310069
168521,Car,330,19312.420091
46483,Home,423,5522.850048
185299,Home,316,27705.510016
104759,Education,425,48055.250061
177442,Education,840,2210.800034
182273,Personal,746,40378.270037
69237,Business,542,41541.970029
149895,Car,778,5139.210057
124038,Car,722,46081.650035
154371,Education,585,17863.130014
21330,Education,704,9278.220008
45803,Car,308,55067.250075
115925,Home,420,6443.570048
192975,Car,470,3651.560075
52298,Personal,638,55357.110037
49997,Personal,303,8438.480077
112722,Education,753,6938.040024
74892,Education,848,10403.550004
110063,Home,463,42663.040034
78365,Business,686,42986.990037
59373,Education,617,16222.020078
191556,Personal,646,45958.040091
51583,Business,436,45361.270097
111670,Car,815,27083.170066
166908,Business,791,64764.710089
23649,Home,350,26810.360054
115678,Business,709,14559.600081
111870,Personal,577,14619.280095
189491,Education,705,41503.600021
157108,Car,365,27010.700087
182828,Home,671,30974.940015
135700,Home,540,3464.010095
172571,Car,490,45992.140058
187894,Personal,301,29384.980025
77105,Home,617,31341.520091
194467,Personal,346,61017.870012
25471,Education,760,27765.190026
26945,Car,730,41388.510088
197588,Education,481,58477.350001
139854,Home,359,48255.590062
191055,Home,601,26149.660034
36910,Personal,310,25412.220013
78933,Personal,576,44427.760049
167964,Education,316,47181.410012
99658,Education,321,2159.640029
162569,Business,367,3694.190025
87584,Education,846,52036.530009
27038,Education,742,14146.120088
102137,Business,453,15787.230046
104866,Personal,469,28421.630072
72579,Personal,795,60604.390011
30427,Education,374,31115.600068
53096,Home,745,54670.830095
92001,Education,644,53080.870044
57310,Business,839,63456.080055
61967,Business,806,24640.690083
85406,Business,410,44653.680083
58027,Business,780,19580.960022
36795,Business,402,59321.340032
84697,Business,748,10019.910089
30569,Education,779,36047.450073
162199,Personal,772,44628.100086
26798,Education,695,52675.920035
174536,Home,412,61704.150051
154579,Business,319,14721.580017
104609,Personal,717,17270.620025
118977,Business,692,36482.24007
118815,Personal,590,55898.460062
26783,Home,377,10723.240063
139439,Education,472,20616.780027
155096,Home,430,1068.410021
177654,Business,479,60033.20007
51232,Education,604,7513.490026
151583,Home,457,11094.090004
52934,Education,521,20825.650087
128394,Business,582,48941.870019
93223,Business,324,53004.150016
160430,Home,307,45906.890095
120012,Business,570,2607.220007
122230,Business,722,55459.410038
168898,Education,439,28621.970012
93928,Personal,503,3250.870047
194646,Education,812,39934.960075
179857,Personal,818,63502.970084
151800,Home,823,30403.75009
161863,Personal,455,45084.200086
166451,Education,609,16320.060018
57004,Business,808,48353.630079
168735,Car,405,34704.730004
159496,Car,411,13621.820027
142371,Car,767,51375.830052
86968,Car,753,3267.920086
148901,Education,691,16844.360099
30181,Car,611,21183.710072
118940,Home,374,41341.620002
156681,Car,841,54180.630033
37251,Personal,331,6955.090034
116784,Personal,528,53021.200079
58674,Personal,661,54645.250076
124829,Home,847,43592.290082
109771,Personal,565,48630.700072
95496,Home,535,42074.790066
137776,Education,580,46085.920091
38641,Education,727,64074.160021
155391,Home,747,52177.200077
25885,Personal,600,25015.800058
198162,Business,489,41358.670095
23018,Personal,714,28988.560058
152227,Car,821,21060.09006
73129,Home,733,8310.600078
160675,Education,792,63396.410018
172197,Business,338,5083.800038
34104,Home,472,29465.970086
165174,Education,625,15731.820037
89946,Business,848,41844.610022
49762,Home,330,61056.230075
128067,Personal,550,37650.200054
139078,Education,671,9840.880052
132526,Personal,640,63281.320051
99145,Personal,811,44359.560046
71104,Home,655,1686.490024
65525,Car,513,30872.640038
28896,Home,632,52505.420058
81865,Business,344,39777.240051
135690,Education,574,2513.440066
122472,Home,817,26921.190055
42649,Personal,658,27594.680064
120556,Home,549,53536.970014
143069,Business,652,39146.380078
91033,Personal,839,48596.600076
102020,Personal,372,64798.810038
63393,Home,521,13459.840033
41559,Business,834,37258.040097
83074,Personal,370,20808.60007
63839,Education,624,3830.590099
56595,Personal,714,31094.290025
187496,Education,642,44410.710047
187246,Education,736,16635.490044
59659,Car,656,35024.430071
79167,Business,414,2317.360052
94962,Personal,718,45885.570007
53143,Personal,586,21430.940011
192698,Business,424,11055.73009
65433,Business,727,51712.570034
141197,Car,371,52147.360087
182456,Car,537,9227.060048
103281,Home,463,60732.270083
129320,Personal,770,15620.990062
198701,Car,675,39125.060039
81250,Personal,796,16520.400029
174133,Personal,662,55404.000015
149057,Education,794,6409.470039
58062,Car,809,7662.680035
55630,Personal,830,60992.290018
56247,Business,314,51256.470058
46976,Personal,618,45028.790041
106298,Education,397,31614.33005
169231,Car,723,18528.100058
28949,Education,631,34547.010035
79937,Education,505,21916.880093
198095,Car,609,32104.530016
113898,Home,371,3203.990005
188318,Personal,812,4823.780067
74475,Car,318,37675.770071
133288,Car,688,1102.510014
161778,Education,533,50361.320092
45218,Business,313,64585.680039
153914,Car,627,4845.090009
78704,Personal,431,1895.360066
42518,Home,491,2965.280006
29648,Personal,685,44687.780016
157373,Personal,452,11371.16006
184232,Personal,788,36998.020065
187888,Home,831,53860.930054
115700,Education,668,40651.08001
166994,Home,459,15459.010067
108529,Education,822,43234.230039
25723,Personal,512,17684.100027
83030,Personal,355,23958.670001
162222,Car,709,38980.130063
81842,Business,789,3365.960055
56360,Car,359,42066.27007
174468,Education,838,45608.500097
188522,Education,665,14414.670027
143332,Car,568,30497.530091
145111,Business,464,9776.940046
96966,Car,465,9218.540009
183142,Home,748,3715.500011
145800,Car,824,26938.240038
93362,Education,648,37279.350092
52802,Car,765,60352.900005
20873,Personal,612,62918.990021
197925,Business,738,37752.500016
69815,Personal,484,55928.300049
20914,Car,509,1460.570025
80874,Home,641,13975.620097
89460,Education,844,53997.340099
22993,Personal,513,45177.980089
147454,Business,638,8297.810065
155595,Education,479,1392.370047
107781,Car,624,30911.00005
165695,Home,780,45484.890047
66569,Home,582,14542.550007
165253,Business,700,4921.820095
49878,Personal,712,34402.080088
52565,Business,478,29708.940093
65414,Business,429,9320.840043
163626,Personal,770,53170.390077
165845,Car,710,48072.300057
183237,Personal,816,28157.35005
35039,Business,449,1017.260095
72102,Home,560,35250.340025
195324,Car,524,54419.330019
145364,Education,636,26789.050051
107463,Home,470,39917.91006
179369,Business,799,59956.470003
143638,Education,728,12607.32009
22443,Home,529,38451.570066
113910,Car,827,63745.940089
105999,Home,517,14299.580001
138189,Car,762,48447.410045
86090,Personal,350,61601.850039
83863,Business,546,46367.250057
160131,Personal,713,42650.250099
150850,Personal,558,17048.970053
88693,Car,590,1920.940022
199518,Car,785,4329.320072
165629,Home,431,15915.110086
37873,Home,738,57428.740093
120401,Business,609,9721.530011
184388,Business,369,39035.550053
68596,Business,339,24116.390019
154776,Business,353,27245.150019
153051,Business,306,42611.880058
77535,Education,632,36635.690053
197645,Business,846,51132.860091
193590,Business,669,56733.940018
151469,Business,814,54828.550024
159250,Home,436,44513.010021
55756,Personal,333,37096.060025
115033,Car,536,52386.070065
153817,Car,367,18775.330009
96710,Personal,398,47731.290032
129695,Personal,494,17159.800012
145285,Car,671,37611.830087
46581,Personal,428,3498.110033
38250,Education,335,64398.120019
123468,Business,347,64849.960054
93771,Business,667,1507.46008
158684,Home,330,29333.830027
55324,Personal,839,58779.990081
154765,Education,726,64645.350013
62997,Business,777,63477.400048
197004,Education,654,58311.100091
87682,Personal,558,38148.920066
154788,Education,357,8527.990049
53940,Business,577,9005.410054
119770,Education,465,52833.640008
64926,Education,565,50186.560091
146762,Business,320,45536.040072
97364,Home,372,14755.680017
38390,Personal,478,3255.140041
184689,Education,768,33941.720014
150436,Car,513,13570.670051
68267,Education,350,20079.690036
48827,Home,697,52552.310024
134728,Home,379,25118.100013
78021,Personal,610,38882.090081
62062,Home,540,26840.200083
111816,Home,399,5100.850074
137835,Home,446,54875.430072
111945,Business,527,28046.520065
152883,Personal,652,16499.090035
177671,Business,508,5488.750087
162953,Business,778,38447.310031
95580,Home,804,38144.660029
100657,Car,816,15420.650037
59373,Car,589,16682.380017
42231,Car,809,25633.880063
88578,Personal,536,58852.460085
130065,Education,842,29031.180088
35990,Car,816,23089.100091
187859,Business,513,7863.03008
130226,Personal,826,16401.050057
130351,Home,630,63409.20007
99579,Home,358,29295.470034
29780,Education,460,64939.470005
167110,Home,620,43643.440033
126921,Business,342,4384.730059
35805,Business,668,39308.360001
94219,Personal,433,14039.56006
135393,Car,661,43839.52
137409,Business,691,9452.980019
26918,Personal,831,49713.410037
131687,Personal,701,16349.900037
126407,Personal,304,4990.020053
134611,Education,315,52825.120029
98282,Car,744,55970.930098
76901,Education,397,32658.670047
29850,Car,592,24994.490044
135892,Education,742,8182.720064
22812,Education,586,18826.480031
120872,Education,537,53093.66001
82497,Education,739,28489.830097
78881,Home,390,18557.930092
194450,Business,505,5224.470025
26370,Personal,747,50898.410035
28267,Education,341,50651.18001
148128,Car,653,13357.540054
140032,Home,633,17117.170066
189855,Car,678,25130.890096
24072,Education,396,50979.400049
75360,Business,313,14197.280084
69135,Home,736,14461.560065
48436,Education,790,49577.000061
156579,Car,777,8783.750077
133453,Home,627,62586.51004
27765,Car,847,5693.350078
123341,Business,645,45327.170051
87433,Education,353,13135.880058
24324,Car,312,39709.040072
77636,Car,447,15258.670063
197830,Home,702,1174.980068
40692,Personal,601,28890.520019
157111,Car,788,60834.570057
113814,Home,306,38127.61005
101914,Car,421,15318.34007
66244,Home,393,42125.950067
153741,Personal,807,51077.440016
126610,Personal,569,51316.150036
118614,Car,736,55817.470062
125549,Personal,722,46614.480073
184922,Business,612,48694.640009
188926,Car,499,52978.570023
43472,Personal,751,34316.830043
174969,Home,799,63208.850099
99283,Personal,347,39794.290094
101634,Car,351,36051.720087
77193,Business,318,60041.730053
154973,Education,303,46618.740037
159716,Business,530,11362.640031
170924,Education,470,22509.380067
184322,Personal,541,23800.950001
82835,Home,572,39180.480034
40448,Car,512,51904.390048
37418,Education,630,21520.450085
62837,Car,669,37142.950009
145328,Car,592,3937.160057
50969,Education,502,21469.300063
39769,Home,741,32714.090023
66833,Education,362,11042.940087
26305,Business,316,28093.410057
64147,Education,708,58153.390034
67248,Home,661,20488.900086
147592,Education,725,36021.880056
91286,Education,542,12743.720026
26578,Business,420,39704.780076
186747,Education,344,35425.110069
164853,Home,831,39841.180072
197300,Home,586,5446.120054
193979,Home,403,32944.27004
169979,Education,401,6405.210007
44459,Education,616,55450.890061
168686,Education,570,60310.270014
199514,Education,324,31102.820091
131222,Education,715,2193.750065
149988,Personal,720,22684.150019
196667,Education,670,44815.660062
119007,Personal,839,41239.320023
41788,Personal,503,11166.550092
163494,Car,780,3446.950078
56577,Education,737,7129.860003
177667,Car,519,52565.100062
38177,Personal,372,41247.850072
151531,Education,833,23826.530029
128162,Personal,534,55885.680008
40306,Personal,734,50962.350025
176503,Car,626,46648.580063
127021,Car,595,24222.95002
168130,Business,792,5305.460085
102358,Personal,342,20378.070028
111357,Business,576,59645.300057
128217,Education,753,60331.59008
148499,Business,368,9811.040005
185335,Home,413,5855.330085
187859,Home,378,43136.190037
163863,Education,794,60216.490068
70228,Home,572,23788.170016
190693,Car,669,44393.660043
101890,Personal,649,2266.210013
34537,Education,795,42526.630064
89511,Car,561,44508.750016
45777,Business,620,38438.780014
169425,Business,687,50122.620002
190889,Education,449,11256.070031
62417,Education,709,45007.480025
137013,Business,727,18054.940053
44275,Car,409,60685.380075
30469,Car,833,16959.450082
24224,Business,467,50885.620013
